MNIST: 2024-04-15 19:07:51,854 [INFO] EvoJAX MNIST Demo
MNIST: 2024-04-15 19:07:51,854 [INFO] ==============================
MNIST: 2024-04-15 19:07:56,233 [INFO] ConvNetPolicy.num_params = 11274
MNIST: 2024-04-15 19:07:57,244 [INFO] use_for_loop=False
MNIST: 2024-04-15 19:07:57,267 [INFO] Start to train for 5000 iterations.
MNIST: 2024-04-15 19:08:05,995 [INFO] Iter=1, size=128, max=-2.2955, avg=-2.3047, min=-2.3156, std=0.0037
MNIST: 2024-04-15 19:19:56,056 [INFO] Iter=806, size=128, max=-0.1421, avg=-0.1663, min=-0.2088, std=0.0152
MNIST: 2024-04-15 19:19:56,129 [INFO] Iter=807, size=128, max=-0.1502, avg=-0.1749, min=-0.2771, std=0.0188
MNIST: 2024-04-15 19:19:56,201 [INFO] Iter=808, size=128, max=-0.0998, avg=-0.1268, min=-0.1724, std=0.0130
MNIST: 2024-04-15 19:19:56,278 [INFO] Iter=809, size=128, max=-0.1287, avg=-0.1577, min=-0.2322, std=0.0171
MNIST: 2024-04-15 19:19:56,350 [INFO] Iter=810, size=128, max=-0.1478, avg=-0.1924, min=-0.2512, std=0.0195
MNIST: 2024-04-15 19:19:56,428 [INFO] Iter=811, size=128, max=-0.1293, avg=-0.1658, min=-0.2189, std=0.0174
MNIST: 2024-04-15 19:19:56,504 [INFO] Iter=812, size=128, max=-0.1135, avg=-0.1480, min=-0.1979, std=0.0156
MNIST: 2024-04-15 19:19:56,576 [INFO] Iter=813, size=128, max=-0.1397, avg=-0.1675, min=-0.2396, std=0.0151
MNIST: 2024-04-15 19:19:56,647 [INFO] Iter=814, size=128, max=-0.1268, avg=-0.1559, min=-0.1961, std=0.0139
MNIST: 2024-04-15 19:19:56,720 [INFO] Iter=815, size=128, max=-0.1597, avg=-0.1961, min=-0.2634, std=0.0180
MNIST: 2024-04-15 19:19:56,792 [INFO] Iter=816, size=128, max=-0.1346, avg=-0.1641, min=-0.2024, std=0.0129
MNIST: 2024-04-15 19:19:56,870 [INFO] Iter=817, size=128, max=-0.1075, avg=-0.1319, min=-0.1732, std=0.0138
MNIST: 2024-04-15 19:19:56,942 [INFO] Iter=818, size=128, max=-0.1276, avg=-0.1551, min=-0.2080, std=0.0156
MNIST: 2024-04-15 19:19:57,018 [INFO] Iter=819, size=128, max=-0.1153, avg=-0.1377, min=-0.2071, std=0.0152
MNIST: 2024-04-15 19:19:57,095 [INFO] Iter=820, size=128, max=-0.1056, avg=-0.1315, min=-0.1673, std=0.0135
MNIST: 2024-04-15 19:19:57,171 [INFO] Iter=821, size=128, max=-0.1290, avg=-0.1512, min=-0.1985, std=0.0121
MNIST: 2024-04-15 19:19:57,249 [INFO] Iter=822, size=128, max=-0.1099, avg=-0.1367, min=-0.1903, std=0.0151
MNIST: 2024-04-15 19:19:57,322 [INFO] Iter=823, size=128, max=-0.1275, avg=-0.1574, min=-0.2294, std=0.0188
MNIST: 2024-04-15 19:19:57,394 [INFO] Iter=824, size=128, max=-0.1325, avg=-0.1587, min=-0.2116, std=0.0147
MNIST: 2024-04-15 19:19:57,466 [INFO] Iter=825, size=128, max=-0.1391, avg=-0.1676, min=-0.2152, std=0.0133
MNIST: 2024-04-15 19:19:57,543 [INFO] Iter=826, size=128, max=-0.0853, avg=-0.1157, min=-0.1691, std=0.0153
MNIST: 2024-04-15 19:19:57,615 [INFO] Iter=827, size=128, max=-0.1365, avg=-0.1644, min=-0.2283, std=0.0157
MNIST: 2024-04-15 19:19:57,692 [INFO] Iter=828, size=128, max=-0.1448, avg=-0.1784, min=-0.2407, std=0.0208
MNIST: 2024-04-15 19:19:57,768 [INFO] Iter=829, size=128, max=-0.1597, avg=-0.1898, min=-0.2879, std=0.0188
MNIST: 2024-04-15 19:19:57,841 [INFO] Iter=830, size=128, max=-0.1024, avg=-0.1300, min=-0.1846, std=0.0143
MNIST: 2024-04-15 19:19:57,912 [INFO] Iter=831, size=128, max=-0.1212, avg=-0.1475, min=-0.1786, std=0.0127
MNIST: 2024-04-15 19:19:57,984 [INFO] Iter=832, size=128, max=-0.1385, avg=-0.1688, min=-0.2244, std=0.0163
MNIST: 2024-04-15 19:19:58,056 [INFO] Iter=833, size=128, max=-0.1082, avg=-0.1333, min=-0.1746, std=0.0145
MNIST: 2024-04-15 19:19:58,128 [INFO] Iter=834, size=128, max=-0.0996, avg=-0.1348, min=-0.2405, std=0.0173
MNIST: 2024-04-15 19:19:58,201 [INFO] Iter=835, size=128, max=-0.1326, avg=-0.1635, min=-0.2309, std=0.0167
MNIST: 2024-04-15 19:19:58,273 [INFO] Iter=836, size=128, max=-0.1080, avg=-0.1349, min=-0.1760, std=0.0149
MNIST: 2024-04-15 19:19:58,345 [INFO] Iter=837, size=128, max=-0.0983, avg=-0.1271, min=-0.1648, std=0.0127
MNIST: 2024-04-15 19:19:58,423 [INFO] Iter=838, size=128, max=-0.1391, avg=-0.1681, min=-0.2391, std=0.0149
MNIST: 2024-04-15 19:19:58,500 [INFO] Iter=839, size=128, max=-0.1209, avg=-0.1462, min=-0.1755, std=0.0114
MNIST: 2024-04-15 19:19:58,577 [INFO] Iter=840, size=128, max=-0.0976, avg=-0.1297, min=-0.1948, std=0.0170
MNIST: 2024-04-15 19:19:58,648 [INFO] Iter=841, size=128, max=-0.1222, avg=-0.1517, min=-0.2142, std=0.0160
MNIST: 2024-04-15 19:19:58,721 [INFO] Iter=842, size=128, max=-0.1647, avg=-0.1949, min=-0.2805, std=0.0181
MNIST: 2024-04-15 19:19:58,799 [INFO] Iter=843, size=128, max=-0.0917, avg=-0.1248, min=-0.1739, std=0.0148
MNIST: 2024-04-15 19:19:58,876 [INFO] Iter=844, size=128, max=-0.1256, avg=-0.1612, min=-0.2750, std=0.0201
MNIST: 2024-04-15 19:19:58,953 [INFO] Iter=845, size=128, max=-0.1268, avg=-0.1588, min=-0.2166, std=0.0169
MNIST: 2024-04-15 19:19:59,025 [INFO] Iter=846, size=128, max=-0.1211, avg=-0.1470, min=-0.1912, std=0.0147
MNIST: 2024-04-15 19:19:59,101 [INFO] Iter=847, size=128, max=-0.1419, avg=-0.1718, min=-0.2224, std=0.0157
MNIST: 2024-04-15 19:19:59,179 [INFO] Iter=848, size=128, max=-0.1180, avg=-0.1460, min=-0.1865, std=0.0153
MNIST: 2024-04-15 19:19:59,255 [INFO] Iter=849, size=128, max=-0.1354, avg=-0.1613, min=-0.2167, std=0.0137
MNIST: 2024-04-15 19:19:59,327 [INFO] Iter=850, size=128, max=-0.1153, avg=-0.1448, min=-0.2092, std=0.0175
MNIST: 2024-04-15 19:19:59,400 [INFO] Iter=851, size=128, max=-0.1235, avg=-0.1456, min=-0.1907, std=0.0127
MNIST: 2024-04-15 19:19:59,473 [INFO] Iter=852, size=128, max=-0.1211, avg=-0.1459, min=-0.2145, std=0.0153
MNIST: 2024-04-15 19:19:59,545 [INFO] Iter=853, size=128, max=-0.1002, avg=-0.1366, min=-0.2245, std=0.0222
MNIST: 2024-04-15 19:19:59,622 [INFO] Iter=854, size=128, max=-0.1333, avg=-0.1581, min=-0.2084, std=0.0140
MNIST: 2024-04-15 19:19:59,694 [INFO] Iter=855, size=128, max=-0.1328, avg=-0.1554, min=-0.2036, std=0.0132
MNIST: 2024-04-15 19:19:59,766 [INFO] Iter=856, size=128, max=-0.1122, avg=-0.1455, min=-0.2190, std=0.0153
MNIST: 2024-04-15 19:19:59,838 [INFO] Iter=857, size=128, max=-0.1056, avg=-0.1304, min=-0.1895, std=0.0143
MNIST: 2024-04-15 19:19:59,915 [INFO] Iter=858, size=128, max=-0.1309, avg=-0.1607, min=-0.2094, std=0.0170
MNIST: 2024-04-15 19:19:59,991 [INFO] Iter=859, size=128, max=-0.1429, avg=-0.1710, min=-0.2159, std=0.0141
MNIST: 2024-04-15 19:20:00,064 [INFO] Iter=860, size=128, max=-0.1227, avg=-0.1528, min=-0.1978, std=0.0163
MNIST: 2024-04-15 19:20:00,141 [INFO] Iter=861, size=128, max=-0.1327, avg=-0.1613, min=-0.2148, std=0.0158
MNIST: 2024-04-15 19:20:00,217 [INFO] Iter=862, size=128, max=-0.1251, avg=-0.1499, min=-0.1951, std=0.0142
MNIST: 2024-04-15 19:20:00,294 [INFO] Iter=863, size=128, max=-0.1378, avg=-0.1675, min=-0.2028, std=0.0149
MNIST: 2024-04-15 19:20:00,366 [INFO] Iter=864, size=128, max=-0.1084, avg=-0.1374, min=-0.1828, std=0.0143
MNIST: 2024-04-15 19:20:00,438 [INFO] Iter=865, size=128, max=-0.1197, avg=-0.1439, min=-0.2020, std=0.0136
MNIST: 2024-04-15 19:20:00,514 [INFO] Iter=866, size=128, max=-0.1257, avg=-0.1578, min=-0.2162, std=0.0177
MNIST: 2024-04-15 19:20:00,586 [INFO] Iter=867, size=128, max=-0.0943, avg=-0.1272, min=-0.1630, std=0.0136
MNIST: 2024-04-15 19:20:00,659 [INFO] Iter=868, size=128, max=-0.1319, avg=-0.1630, min=-0.2096, std=0.0159
MNIST: 2024-04-15 19:20:00,736 [INFO] Iter=869, size=128, max=-0.1521, avg=-0.1871, min=-0.2279, std=0.0153
MNIST: 2024-04-15 19:20:00,807 [INFO] Iter=870, size=128, max=-0.1221, avg=-0.1523, min=-0.2118, std=0.0153
MNIST: 2024-04-15 19:20:00,881 [INFO] Iter=871, size=128, max=-0.1097, avg=-0.1393, min=-0.2276, std=0.0187
MNIST: 2024-04-15 19:20:00,958 [INFO] Iter=872, size=128, max=-0.1341, avg=-0.1604, min=-0.2010, std=0.0148
MNIST: 2024-04-15 19:20:01,030 [INFO] Iter=873, size=128, max=-0.1096, avg=-0.1398, min=-0.1933, std=0.0147
MNIST: 2024-04-15 19:20:01,103 [INFO] Iter=874, size=128, max=-0.1060, avg=-0.1335, min=-0.2019, std=0.0162
MNIST: 2024-04-15 19:20:01,180 [INFO] Iter=875, size=128, max=-0.1127, avg=-0.1391, min=-0.1928, std=0.0155
MNIST: 2024-04-15 19:20:01,256 [INFO] Iter=876, size=128, max=-0.1150, avg=-0.1421, min=-0.1881, std=0.0138
MNIST: 2024-04-15 19:20:01,333 [INFO] Iter=877, size=128, max=-0.1083, avg=-0.1381, min=-0.1920, std=0.0158
MNIST: 2024-04-15 19:20:01,405 [INFO] Iter=878, size=128, max=-0.1563, avg=-0.1828, min=-0.2343, std=0.0142
MNIST: 2024-04-15 19:20:01,477 [INFO] Iter=879, size=128, max=-0.1298, avg=-0.1598, min=-0.2356, std=0.0191
MNIST: 2024-04-15 19:20:01,554 [INFO] Iter=880, size=128, max=-0.1096, avg=-0.1389, min=-0.1876, std=0.0150
MNIST: 2024-04-15 19:20:01,631 [INFO] Iter=881, size=128, max=-0.1481, avg=-0.1710, min=-0.2141, std=0.0136
MNIST: 2024-04-15 19:20:01,703 [INFO] Iter=882, size=128, max=-0.1119, avg=-0.1378, min=-0.1879, std=0.0151
MNIST: 2024-04-15 19:20:01,775 [INFO] Iter=883, size=128, max=-0.1319, avg=-0.1595, min=-0.2240, std=0.0169
MNIST: 2024-04-15 19:20:01,852 [INFO] Iter=884, size=128, max=-0.1433, avg=-0.1708, min=-0.2270, std=0.0184
MNIST: 2024-04-15 19:20:01,924 [INFO] Iter=885, size=128, max=-0.1320, avg=-0.1651, min=-0.2147, std=0.0157
MNIST: 2024-04-15 19:20:01,996 [INFO] Iter=886, size=128, max=-0.1194, avg=-0.1519, min=-0.2218, std=0.0154
MNIST: 2024-04-15 19:20:02,068 [INFO] Iter=887, size=128, max=-0.1302, avg=-0.1627, min=-0.2353, std=0.0163
MNIST: 2024-04-15 19:20:02,136 [INFO] Iter=888, size=128, max=-0.1144, avg=-0.1389, min=-0.2040, std=0.0155
MNIST: 2024-04-15 19:20:02,213 [INFO] Iter=889, size=128, max=-0.1499, avg=-0.1753, min=-0.2220, std=0.0145
MNIST: 2024-04-15 19:20:02,290 [INFO] Iter=890, size=128, max=-0.1121, avg=-0.1413, min=-0.2495, std=0.0194
MNIST: 2024-04-15 19:20:02,363 [INFO] Iter=891, size=128, max=-0.1125, avg=-0.1400, min=-0.2118, std=0.0167
MNIST: 2024-04-15 19:20:02,435 [INFO] Iter=892, size=128, max=-0.1277, avg=-0.1560, min=-0.2082, std=0.0143
MNIST: 2024-04-15 19:20:02,507 [INFO] Iter=893, size=128, max=-0.1267, avg=-0.1524, min=-0.1949, std=0.0124
MNIST: 2024-04-15 19:20:02,585 [INFO] Iter=894, size=128, max=-0.1002, avg=-0.1264, min=-0.1833, std=0.0146
MNIST: 2024-04-15 19:20:02,657 [INFO] Iter=895, size=128, max=-0.1008, avg=-0.1250, min=-0.2068, std=0.0151
MNIST: 2024-04-15 19:20:02,729 [INFO] Iter=896, size=128, max=-0.1037, avg=-0.1338, min=-0.1863, std=0.0159
MNIST: 2024-04-15 19:20:02,802 [INFO] Iter=897, size=128, max=-0.1180, avg=-0.1447, min=-0.1932, std=0.0166
MNIST: 2024-04-15 19:20:02,879 [INFO] Iter=898, size=128, max=-0.1183, avg=-0.1502, min=-0.1945, std=0.0164
MNIST: 2024-04-15 19:20:02,955 [INFO] Iter=899, size=128, max=-0.1015, avg=-0.1225, min=-0.1841, std=0.0139
MNIST: 2024-04-15 19:20:03,027 [INFO] Iter=900, size=128, max=-0.1566, avg=-0.1884, min=-0.2310, std=0.0157
MNIST: 2024-04-15 19:20:03,100 [INFO] Iter=901, size=128, max=-0.1154, avg=-0.1411, min=-0.1815, std=0.0145
MNIST: 2024-04-15 19:20:03,177 [INFO] Iter=902, size=128, max=-0.1207, avg=-0.1455, min=-0.1831, std=0.0140
MNIST: 2024-04-15 19:20:03,253 [INFO] Iter=903, size=128, max=-0.1599, avg=-0.1881, min=-0.2399, std=0.0161
MNIST: 2024-04-15 19:20:03,325 [INFO] Iter=904, size=128, max=-0.1015, avg=-0.1315, min=-0.1951, std=0.0153
MNIST: 2024-04-15 19:20:03,402 [INFO] Iter=905, size=128, max=-0.1186, avg=-0.1406, min=-0.1877, std=0.0127
MNIST: 2024-04-15 19:20:03,475 [INFO] Iter=906, size=128, max=-0.1115, avg=-0.1455, min=-0.2085, std=0.0158
MNIST: 2024-04-15 19:20:03,546 [INFO] Iter=907, size=128, max=-0.1006, avg=-0.1354, min=-0.1782, std=0.0155
MNIST: 2024-04-15 19:20:03,619 [INFO] Iter=908, size=128, max=-0.1285, avg=-0.1532, min=-0.2012, std=0.0141
MNIST: 2024-04-15 19:20:03,691 [INFO] Iter=909, size=128, max=-0.1343, avg=-0.1604, min=-0.2226, std=0.0159
MNIST: 2024-04-15 19:20:03,763 [INFO] Iter=910, size=128, max=-0.1204, avg=-0.1486, min=-0.1954, std=0.0129
MNIST: 2024-04-15 19:20:03,841 [INFO] Iter=911, size=128, max=-0.1182, avg=-0.1515, min=-0.2237, std=0.0177
MNIST: 2024-04-15 19:20:03,917 [INFO] Iter=912, size=128, max=-0.1223, avg=-0.1536, min=-0.2191, std=0.0160
MNIST: 2024-04-15 19:20:03,993 [INFO] Iter=913, size=128, max=-0.0984, avg=-0.1264, min=-0.1826, std=0.0158
MNIST: 2024-04-15 19:20:04,070 [INFO] Iter=914, size=128, max=-0.0969, avg=-0.1266, min=-0.1842, std=0.0153
MNIST: 2024-04-15 19:20:04,147 [INFO] Iter=915, size=128, max=-0.1040, avg=-0.1282, min=-0.1701, std=0.0129
MNIST: 2024-04-15 19:20:04,225 [INFO] Iter=916, size=128, max=-0.0953, avg=-0.1190, min=-0.1758, std=0.0133
MNIST: 2024-04-15 19:20:04,302 [INFO] Iter=917, size=128, max=-0.1139, avg=-0.1391, min=-0.1814, std=0.0121
MNIST: 2024-04-15 19:20:04,379 [INFO] Iter=918, size=128, max=-0.1135, avg=-0.1400, min=-0.1952, std=0.0167
MNIST: 2024-04-15 19:20:04,450 [INFO] Iter=919, size=128, max=-0.1142, avg=-0.1432, min=-0.1805, std=0.0145
MNIST: 2024-04-15 19:20:04,528 [INFO] Iter=920, size=128, max=-0.1110, avg=-0.1392, min=-0.1806, std=0.0144
MNIST: 2024-04-15 19:20:04,601 [INFO] Iter=921, size=128, max=-0.1192, avg=-0.1387, min=-0.2026, std=0.0125
MNIST: 2024-04-15 19:20:04,673 [INFO] Iter=922, size=128, max=-0.0882, avg=-0.1162, min=-0.1886, std=0.0158
MNIST: 2024-04-15 19:20:04,750 [INFO] Iter=923, size=128, max=-0.0831, avg=-0.1116, min=-0.1702, std=0.0151
MNIST: 2024-04-15 19:20:04,821 [INFO] Iter=924, size=128, max=-0.1244, avg=-0.1483, min=-0.1859, std=0.0124
MNIST: 2024-04-15 19:20:04,893 [INFO] Iter=925, size=128, max=-0.1383, avg=-0.1714, min=-0.2229, std=0.0152
MNIST: 2024-04-15 19:20:04,965 [INFO] Iter=926, size=128, max=-0.1102, avg=-0.1387, min=-0.1783, std=0.0127
MNIST: 2024-04-15 19:20:05,043 [INFO] Iter=927, size=128, max=-0.1526, avg=-0.1834, min=-0.2401, std=0.0141
MNIST: 2024-04-15 19:20:05,116 [INFO] Iter=928, size=128, max=-0.1290, avg=-0.1542, min=-0.2104, std=0.0151
MNIST: 2024-04-15 19:20:05,188 [INFO] Iter=929, size=128, max=-0.1268, avg=-0.1596, min=-0.2161, std=0.0152
MNIST: 2024-04-15 19:20:05,260 [INFO] Iter=930, size=128, max=-0.1377, avg=-0.1701, min=-0.2276, std=0.0151
MNIST: 2024-04-15 19:20:05,337 [INFO] Iter=931, size=128, max=-0.1214, avg=-0.1515, min=-0.2103, std=0.0169
MNIST: 2024-04-15 19:20:05,409 [INFO] Iter=932, size=128, max=-0.1091, avg=-0.1348, min=-0.1813, std=0.0135
MNIST: 2024-04-15 19:20:05,482 [INFO] Iter=933, size=128, max=-0.1063, avg=-0.1362, min=-0.2045, std=0.0165
MNIST: 2024-04-15 19:20:05,558 [INFO] Iter=934, size=128, max=-0.1122, avg=-0.1340, min=-0.2438, std=0.0172
MNIST: 2024-04-15 19:20:05,634 [INFO] Iter=935, size=128, max=-0.1558, avg=-0.1786, min=-0.2367, std=0.0138
MNIST: 2024-04-15 19:20:05,711 [INFO] Iter=936, size=128, max=-0.1332, avg=-0.1601, min=-0.2157, std=0.0158
MNIST: 2024-04-15 19:20:05,788 [INFO] Iter=937, size=128, max=-0.1005, avg=-0.1286, min=-0.1608, std=0.0132
MNIST: 2024-04-15 19:20:05,861 [INFO] Iter=938, size=128, max=-0.1002, avg=-0.1268, min=-0.1769, std=0.0132
MNIST: 2024-04-15 19:20:05,938 [INFO] Iter=939, size=128, max=-0.1184, avg=-0.1472, min=-0.1929, std=0.0149
MNIST: 2024-04-15 19:20:06,014 [INFO] Iter=940, size=128, max=-0.1015, avg=-0.1250, min=-0.1701, std=0.0124
MNIST: 2024-04-15 19:20:06,091 [INFO] Iter=941, size=128, max=-0.1062, avg=-0.1372, min=-0.1954, std=0.0171
MNIST: 2024-04-15 19:20:06,168 [INFO] Iter=942, size=128, max=-0.1302, avg=-0.1618, min=-0.2310, std=0.0161
MNIST: 2024-04-15 19:20:06,246 [INFO] Iter=943, size=128, max=-0.0990, avg=-0.1276, min=-0.1808, std=0.0140
MNIST: 2024-04-15 19:20:06,324 [INFO] Iter=944, size=128, max=-0.1260, avg=-0.1575, min=-0.2383, std=0.0173
MNIST: 2024-04-15 19:20:06,402 [INFO] Iter=945, size=128, max=-0.1321, avg=-0.1584, min=-0.2338, std=0.0184
MNIST: 2024-04-15 19:20:06,474 [INFO] Iter=946, size=128, max=-0.1053, avg=-0.1378, min=-0.1718, std=0.0130
MNIST: 2024-04-15 19:20:06,551 [INFO] Iter=947, size=128, max=-0.1208, avg=-0.1504, min=-0.2000, std=0.0156
MNIST: 2024-04-15 19:20:06,628 [INFO] Iter=948, size=128, max=-0.1299, avg=-0.1606, min=-0.2099, std=0.0154
MNIST: 2024-04-15 19:20:06,701 [INFO] Iter=949, size=128, max=-0.1262, avg=-0.1534, min=-0.2214, std=0.0175
MNIST: 2024-04-15 19:20:06,773 [INFO] Iter=950, size=128, max=-0.1021, avg=-0.1285, min=-0.1875, std=0.0151
MNIST: 2024-04-15 19:20:06,850 [INFO] Iter=951, size=128, max=-0.1218, avg=-0.1508, min=-0.1943, std=0.0130
MNIST: 2024-04-15 19:20:06,927 [INFO] Iter=952, size=128, max=-0.0940, avg=-0.1290, min=-0.1838, std=0.0160
MNIST: 2024-04-15 19:20:07,003 [INFO] Iter=953, size=128, max=-0.1114, avg=-0.1392, min=-0.1832, std=0.0144
MNIST: 2024-04-15 19:20:07,081 [INFO] Iter=954, size=128, max=-0.0994, avg=-0.1283, min=-0.1917, std=0.0175
MNIST: 2024-04-15 19:20:07,154 [INFO] Iter=955, size=128, max=-0.0938, avg=-0.1200, min=-0.1631, std=0.0143
MNIST: 2024-04-15 19:20:07,231 [INFO] Iter=956, size=128, max=-0.1091, avg=-0.1395, min=-0.1785, std=0.0113
MNIST: 2024-04-15 19:20:07,307 [INFO] Iter=957, size=128, max=-0.1546, avg=-0.1905, min=-0.2708, std=0.0220
MNIST: 2024-04-15 19:20:07,380 [INFO] Iter=958, size=128, max=-0.1086, avg=-0.1360, min=-0.1851, std=0.0151
MNIST: 2024-04-15 19:20:07,452 [INFO] Iter=959, size=128, max=-0.1296, avg=-0.1642, min=-0.2447, std=0.0191
MNIST: 2024-04-15 19:20:07,529 [INFO] Iter=960, size=128, max=-0.1335, avg=-0.1645, min=-0.2017, std=0.0142
MNIST: 2024-04-15 19:20:07,606 [INFO] Iter=961, size=128, max=-0.1270, avg=-0.1645, min=-0.2483, std=0.0186
MNIST: 2024-04-15 19:20:07,679 [INFO] Iter=962, size=128, max=-0.1164, avg=-0.1474, min=-0.1966, std=0.0159
MNIST: 2024-04-15 19:20:07,751 [INFO] Iter=963, size=128, max=-0.1111, avg=-0.1346, min=-0.1838, std=0.0153
MNIST: 2024-04-15 19:20:07,823 [INFO] Iter=964, size=128, max=-0.0982, avg=-0.1294, min=-0.1957, std=0.0145
MNIST: 2024-04-15 19:20:07,895 [INFO] Iter=965, size=128, max=-0.1316, avg=-0.1613, min=-0.2410, std=0.0193
MNIST: 2024-04-15 19:20:07,967 [INFO] Iter=966, size=128, max=-0.1205, avg=-0.1477, min=-0.2295, std=0.0182
MNIST: 2024-04-15 19:20:08,040 [INFO] Iter=967, size=128, max=-0.1178, avg=-0.1443, min=-0.1878, std=0.0133
MNIST: 2024-04-15 19:20:08,117 [INFO] Iter=968, size=128, max=-0.1083, avg=-0.1309, min=-0.1909, std=0.0138
MNIST: 2024-04-15 19:20:08,188 [INFO] Iter=969, size=128, max=-0.1240, avg=-0.1566, min=-0.2037, std=0.0157
MNIST: 2024-04-15 19:20:08,266 [INFO] Iter=970, size=128, max=-0.1228, avg=-0.1469, min=-0.1977, std=0.0155
MNIST: 2024-04-15 19:20:08,338 [INFO] Iter=971, size=128, max=-0.1225, avg=-0.1501, min=-0.1971, std=0.0139
MNIST: 2024-04-15 19:20:08,415 [INFO] Iter=972, size=128, max=-0.0905, avg=-0.1177, min=-0.1696, std=0.0148
MNIST: 2024-04-15 19:20:08,492 [INFO] Iter=973, size=128, max=-0.0898, avg=-0.1152, min=-0.1680, std=0.0139
MNIST: 2024-04-15 19:20:08,563 [INFO] Iter=974, size=128, max=-0.1219, avg=-0.1465, min=-0.2320, std=0.0157
MNIST: 2024-04-15 19:20:08,636 [INFO] Iter=975, size=128, max=-0.1080, avg=-0.1349, min=-0.1778, std=0.0134
MNIST: 2024-04-15 19:20:08,713 [INFO] Iter=976, size=128, max=-0.1124, avg=-0.1405, min=-0.1841, std=0.0151
MNIST: 2024-04-15 19:20:08,790 [INFO] Iter=977, size=128, max=-0.1178, avg=-0.1440, min=-0.2092, std=0.0142
MNIST: 2024-04-15 19:20:08,867 [INFO] Iter=978, size=128, max=-0.1113, avg=-0.1363, min=-0.1841, std=0.0145
MNIST: 2024-04-15 19:20:08,940 [INFO] Iter=979, size=128, max=-0.1001, avg=-0.1289, min=-0.1765, std=0.0142
MNIST: 2024-04-15 19:20:09,011 [INFO] Iter=980, size=128, max=-0.1171, avg=-0.1432, min=-0.2187, std=0.0165
MNIST: 2024-04-15 19:20:09,087 [INFO] Iter=981, size=128, max=-0.1281, avg=-0.1525, min=-0.2110, std=0.0140
MNIST: 2024-04-15 19:20:09,165 [INFO] Iter=982, size=128, max=-0.1062, avg=-0.1290, min=-0.1595, std=0.0118
MNIST: 2024-04-15 19:20:09,243 [INFO] Iter=983, size=128, max=-0.1203, avg=-0.1495, min=-0.1942, std=0.0136
MNIST: 2024-04-15 19:20:09,316 [INFO] Iter=984, size=128, max=-0.0959, avg=-0.1206, min=-0.1660, std=0.0135
MNIST: 2024-04-15 19:20:09,387 [INFO] Iter=985, size=128, max=-0.1166, avg=-0.1554, min=-0.1963, std=0.0139
MNIST: 2024-04-15 19:20:09,460 [INFO] Iter=986, size=128, max=-0.0861, avg=-0.1116, min=-0.1560, std=0.0141
MNIST: 2024-04-15 19:20:09,532 [INFO] Iter=987, size=128, max=-0.1488, avg=-0.1877, min=-0.2352, std=0.0163
MNIST: 2024-04-15 19:20:09,608 [INFO] Iter=988, size=128, max=-0.1258, avg=-0.1556, min=-0.2305, std=0.0169
MNIST: 2024-04-15 19:20:09,681 [INFO] Iter=989, size=128, max=-0.1332, avg=-0.1640, min=-0.2277, std=0.0174
MNIST: 2024-04-15 19:20:09,760 [INFO] Iter=990, size=128, max=-0.1162, avg=-0.1505, min=-0.2058, std=0.0164
MNIST: 2024-04-15 19:20:09,832 [INFO] Iter=991, size=128, max=-0.0971, avg=-0.1240, min=-0.1802, std=0.0148
MNIST: 2024-04-15 19:20:09,909 [INFO] Iter=992, size=128, max=-0.1113, avg=-0.1390, min=-0.1887, std=0.0139
MNIST: 2024-04-15 19:20:09,985 [INFO] Iter=993, size=128, max=-0.1140, avg=-0.1366, min=-0.1822, std=0.0127
MNIST: 2024-04-15 19:20:10,063 [INFO] Iter=994, size=128, max=-0.0902, avg=-0.1180, min=-0.1961, std=0.0161
MNIST: 2024-04-15 19:20:10,136 [INFO] Iter=995, size=128, max=-0.1158, avg=-0.1429, min=-0.2023, std=0.0152
MNIST: 2024-04-15 19:20:10,213 [INFO] Iter=996, size=128, max=-0.1083, avg=-0.1478, min=-0.2050, std=0.0158
MNIST: 2024-04-15 19:20:10,284 [INFO] Iter=997, size=128, max=-0.0973, avg=-0.1271, min=-0.1880, std=0.0152
MNIST: 2024-04-15 19:20:10,357 [INFO] Iter=998, size=128, max=-0.1089, avg=-0.1402, min=-0.1836, std=0.0146
MNIST: 2024-04-15 19:20:10,430 [INFO] Iter=999, size=128, max=-0.1311, avg=-0.1599, min=-0.2175, std=0.0169
MNIST: 2024-04-15 19:20:10,502 [INFO] Iter=1000, size=128, max=-0.1033, avg=-0.1285, min=-0.1688, std=0.0124
MNIST: 2024-04-15 19:20:11,906 [INFO] [TEST] Iter=1000, #tests=2, max=0.9707, avg=0.9707, min=0.9707, std=0.0000
MNIST: 2024-04-15 19:20:12,004 [INFO] Iter=1001, size=128, max=-0.1040, avg=-0.1304, min=-0.2107, std=0.0176
MNIST: 2024-04-15 19:20:12,082 [INFO] Iter=1002, size=128, max=-0.1070, avg=-0.1356, min=-0.2141, std=0.0159
MNIST: 2024-04-15 19:20:12,155 [INFO] Iter=1003, size=128, max=-0.1218, avg=-0.1487, min=-0.2015, std=0.0149
MNIST: 2024-04-15 19:20:12,227 [INFO] Iter=1004, size=128, max=-0.1145, avg=-0.1465, min=-0.2172, std=0.0157
MNIST: 2024-04-15 19:20:12,304 [INFO] Iter=1005, size=128, max=-0.1312, avg=-0.1638, min=-0.2397, std=0.0204
